24,93,53,348
26,132,55,349
27,122,49,346
31,118,58,354
32,146,54,354
29,141,56,354
72,163,72,348
86,167,70,347
82,160,65,352
26,115,50,345
27,91,57,355
26,124,54,359
31,102,55,354
33,123,61,356
36,135,51,351
31,127,52,351
33,134,28,356
41,146,70,358
33,124,71,350
30,134,51,342
29,139,57,350
23,102,54,349
31,142,64,358
27,100,54,347
29,87,71,351
28,130,56,351
31,102,52,351
32,116,50,350
26,96,57,356
28,84,57,352
34,148,49,354
50,120,86,369
24,85,44,351
30,112,57,353
29,100,48,353
27,104,51,348
27,115,50,355
29,121,52,350
32,115,54,361
29,116,57,356
31,101,54,355
30,91,53,346
31,122,50,347
30,96,46,344
30,127,49,356
29,105,57,351
26,130,57,354
31,96,55,351
73,226,72,324
43,139,64,364
24,96,56,351
30,143,52,349
26,114,55,346
32,125,53,350
27,117,56,352
32,141,60,359
22,107,42,352
28,132,56,354
25,114,57,346
17,123,56,352
28,102,47,353
30,113,57,354
30,119,61,353
34,142,31,353
27,125,50,350
31,138,55,348
27,127,46,351
36,150,60,361
26,114,42,348
28,137,48,346
25,103,48,345
31,127,48,350
67,127,62,353
28,123,51,345
72,164,59,328
76,147,78,354
32,141,26,350
28,138,76,340
39,120,64,364
27,122,50,351
27,133,50,349
26,136,56,349
28,144,48,346
75,139,70,354
26,130,57,350
55,118,57,342
27,117,53,347
35,146,58,358
30,129,56,352
27,129,59,347
32,132,59,346
26,107,56,348
22,83,48,349
30,129,59,354
31,140,55,352
24,127,40,346
26,115,53,350
27,114,53,349
25,136,49,349
25,112,53,350
25,129,54,350
24,121,50,349
29,123,64,353
29,114,57,348
25,112,55,347
25,114,62,349
21,105,54,348
28,133,54,349
29,126,53,348
30,125,57,352
27,137,63,350
29,148,56,356
27,124,52,346
26,92,48,348
23,108,55,349
25,112,50,348
25,117,49,348
29,112,54,344
27,116,48,346
25,109,56,348
28,132,51,349
26,121,49,345
27,122,57,350
30,138,35,348
26,115,56,353
29,113,46,352
29,115,62,350
25,121,55,344
29,128,63,357
24,128,48,345
29,130,48,348
25,122,52,347
29,125,51,344
23,100,47,346
25,134,44,344
26,117,51,349
33,131,59,352
24,121,50,344
29,126,50,346
38,158,55,334
26,123,51,350
25,112,48,346
29,120,43,345
23,103,48,345
27,127,34,349
25,110,50,347
25,120,46,350
27,107,49,345
26,117,53,347
23,107,49,346
24,101,48,345
26,101,53,350
39,190,56,343
41,143,74,354
39,156,66,361
25,122,51,349
32,127,54,352
32,126,51,348
27,119,51,347
28,134,53,351
26,116,56,351
35,155,58,354
31,112,52,346
37,168,64,356
33,105,56,353
29,107,51,346
32,117,52,346
34,160,62,353
33,171,61,351
38,173,66,357
28,109,49,347
26,112,53,344
27,113,51,350
28,124,49,346
27,113,49,347
26,109,52,348
25,118,55,353
36,157,67,359
29,86,51,347
31,119,51,352
27,95,51,348
30,110,53,350
27,114,56,352
30,99,60,351
28,116,54,348
28,124,51,345
27,107,58,352
27,115,49,347
28,128,54,345
31,121,56,352
28,111,55,350
28,117,51,344
28,122,54,349
28,118,49,348
29,131,57,350
26,104,54,345
34,136,60,350
28,114,52,347
26,93,52,345
33,118,58,349
27,103,56,352
33,129,60,358
28,112,48,348
31,118,54,351
26,110,57,347
32,102,57,351
31,119,52,348
33,107,49,349
27,108,48,345
25,112,49,347
29,113,56,352
32,104,53,350
26,119,54,346
70,134,63,344
28,124,58,353
26,115,49,347
28,131,54,347
68,136,74,339
58,133,71,342
29,122,55,349
74,157,58,327
60,118,67,352
45,118,64,343
25,123,54,346
28,112,52,345
68,128,65,339
36,128,70,334
31,117,60,346
31,114,58,344
34,137,54,348
27,105,50,347
38,100,56,339
34,134,57,347
33,124,51,343
29,111,55,349
25,93,52,346
27,120,52,349
30,141,55,351
29,140,53,349
28,128,50,347
28,133,56,349
29,121,50,348
25,98,48,344
30,140,50,349
31,99,58,349
33,151,61,348
37,156,56,353
36,133,59,355
26,98,51,352
32,140,29,348
29,112,63,354
33,132,55,348
31,109,55,347
25,89,47,345
33,150,51,351
38,178,62,360
26,139,52,352
26,109,41,353
32,130,55,353
28,109,49,345
28,117,49,346
24,108,48,347
26,129,52,350
25,130,53,345
28,122,51,347
25,132,51,349
30,125,51,348
30,121,53,347
32,120,53,348
32,125,48,346
28,116,48,344
26,114,51,345
32,134,56,353
28,117,50,345
30,116,56,344
36,120,57,346
29,132,53,343
35,138,56,352
24,113,49,344
25,114,50,346
24,111,48,348
30,139,60,356
26,107,52,348
32,125,56,355
27,121,54,350
29,131,55,351
29,126,57,349
26,109,53,344
25,119,54,348
31,148,54,350
26,117,56,352
24,105,57,344
27,106,59,344
27,122,51,347
24,115,54,346
27,118,58,347
31,116,56,352
30,127,50,349
28,116,49,346
26,120,49,348
27,122,51,348
39,129,67,358
37,134,59,354
29,135,53,349
27,112,52,350
34,131,60,349
33,136,60,357
30,125,52,352
30,118,51,345
36,142,52,348
34,109,57,352
27,119,50,347
32,151,54,351
28,113,53,349
28,138,51,348
22,86,48,346
28,124,24,349
28,111,47,346
27,117,55,344
31,118,50,352
22,111,49,347
30,134,56,346
31,143,54,348
27,120,49,350
26,123,48,343
32,123,56,352
33,111,53,348
30,130,54,345
31,134,54,351
28,121,52,350
27,105,50,346
29,112,50,350
33,147,42,356
23,87,48,346
29,104,57,351
27,108,55,351
25,81,50,349
29,119,51,351
27,137,42,346
33,110,56,354
23,96,46,349
29,90,52,349
38,135,61,354
26,114,50,346
27,116,51,349
29,114,54,350
29,128,49,350
41,168,67,361
30,151,58,357
29,129,52,352
32,140,51,351
24,84,58,345
43,138,56,363
26,121,50,347
31,138,54,347
28,124,50,350
25,126,51,346
23,119,48,345
27,137,53,349
28,144,51,347
26,102,48,349
27,111,54,351
27,119,48,342
26,115,52,349
26,90,50,352
24,110,69,351
25,125,48,345
29,132,51,345
24,140,48,347
27,147,58,349
27,138,49,345
26,112,53,351
26,107,60,350
54,112,58,346
56,119,60,347
27,128,59,345
34,143,61,357
26,113,53,353
27,117,27,350
25,131,81,350
39,154,68,364
27,119,54,348
27,119,57,353
28,119,57,351
31,145,59,351
28,109,53,345
27,90,51,346
29,123,51,347
30,117,54,348
31,105,55,351
34,154,58,352
28,116,52,349
24,113,51,348
28,96,52,351
31,146,57,354
27,118,57,356
25,110,56,350
25,110,59,354
26,116,49,347
27,109,53,348
